path,sha256,bytes
MTRN/experiments/historical_attribution/sources/earnings/ATI_0001628280-26-028589_release.html,19bd946e924cd0a81aa5edb606297336504c684032d933910079e4c0a2fc463c,395283
MTRN/experiments/historical_attribution/sources/earnings/ATI_0001628280-26-053856.html,448be4b074f6076d3d1dea9936397be28864dbe514a70c4a9d67c24e67bf8589,31455
MTRN/experiments/historical_attribution/sources/earnings/ATI_0001628280-26-053856_release.html,74dcf6580348578904b8caa947695b0be1bac38f7db1c1917d79a2e2366723a9,513541
MTRN/experiments/historical_attribution/sources/earnings/CRS_0000017843-25-000031.html,f463ecb63b942f6adf3ca6024ab4c47199e10000ab63bb99ba98927b6f916058,26110
MTRN/experiments/historical_attribution/sources/earnings/CRS_0000017843-25-000031_release.html,5bd5e43d0bdad1e50557fb7cf784d14bed1c7dc69b201437b8d4b4f5aca8a0d6,281611
MTRN/experiments/historical_attribution/sources/earnings/CRS_0000017843-25-000034.html,c9196fdd5f1027ce172b20f92c7a7f2b4a0a03d51f7d4d32d5e18a6602424a58,26145
MTRN/experiments/historical_attribution/sources/earnings/CRS_0000017843-26-000005.html,1cf7432c925a301e968850580e6cf6af6f202836660bd13cecdc073ca5c212eb,26539
MTRN/experiments/historical_attribution/sources/earnings/CRS_0000017843-26-000007.html,83c72f1d3f669b0d5ef9fbc9507f471e8b807cdbb680890896b53ea79a2ba561,27063
MTRN/experiments/historical_attribution/sources/earnings/CRS_0000017843-26-000007_release.html,c6d6479d5a55348945f0c12c37615501e1fc71e53b9124c88dd62accaee9d359,415649
MTRN/experiments/historical_attribution/sources/earnings/CRS_0000017843-26-000016.html,66df4e3f34e2dc599851507654d10618a8decc44df82b9c7b6867029d56f47e2,26888
MTRN/experiments/historical_attribution/sources/earnings/CRS_0000017843-26-000018.html,ee1fb45c1b5257dfcac7cba00d3a4fe5f3cb1d754f74f6a008d2b7de8fe7b3cb,27221
MTRN/experiments/historical_attribution/sources/earnings/CRS_0000017843-26-000018_release.html,c4b271550bc4d760ae8e47aa867928adc3bb6cbf2cad84f1a67a2fad5de563d6,416285
MTRN/experiments/historical_attribution/sources/earnings/CRS_0000017843-26-000028.html,454c4625b1d223643215c1d39fc09d7dcd9b29321f21c56d5f87bc714ac6aa5e,26852
MTRN/experiments/historical_attribution/sources/earnings/CRS_0000017843-26-000030.html,915eee9c61e2a227bc9211a0f0d16bd122d54148418195dd1ad8b997f2625eb3,27212
MTRN/experiments/historical_attribution/sources/earnings/CRS_0000017843-26-000030_release.html,98f78b793a36c9dc240382df0eca276a20125cbde741060a9d6c9b3472615350,463738
MTRN/experiments/historical_attribution/sources/earnings/CRS_0001193125-21-022687.html,9abf2f01838963a366e491c9767c68397d2589df75210ffda4721551c2676032,23331
MTRN/experiments/historical_attribution/sources/earnings/CRS_0001193125-21-022687_release.html,33ef767aa921445818ca4ccb9a221f9b7fbc3bc57e2683727f95f36eb5af6d14,239831
MTRN/experiments/historical_attribution/sources/earnings/CRS_0001193125-21-022699.html,92e3e96c6f0b5ea6baba0f75a39b87ec90b7c30f35c6d3398e4a06ac2cf18a4f,23070
MTRN/experiments/historical_attribution/sources/earnings/CRS_0001193125-21-022699_release.html,88439dcef4637dd5f325eccf955d18738374072e7f01e126d55f09126fb7370f,48495
MTRN/experiments/historical_attribution/sources/earnings/CRS_0001193125-21-143405.html,9306f568e7e83c1fae0dfed419254ef7e7658c688675daf56ecac991f2cb236d,23309
MTRN/experiments/historical_attribution/sources/earnings/CRS_0001193125-21-143405_release.html,e0aeb78a0e927f0f839191be1d6bbb85b31e27c376298d3115b7b63a7437f321,246946
MTRN/experiments/historical_attribution/sources/earnings/CRS_0001193125-21-143444.html,4ff2ae7bd2580557c88ab52ecfc0e315c004694c77469d0b3d4e5b6cebfb049f,23270
MTRN/experiments/historical_attribution/sources/earnings/CRS_0001193125-21-143444_release.html,3a0c6232dde8382da61ca3b14efa3472ebc2c39f6d4e53699ad479454ade63d8,30336
MTRN/experiments/historical_attribution/sources/earnings/CRS_0001193125-21-230646.html,89920082e5936f07430b65c394e30ad1089233a37ef8f10f4c66a0377bb6fc83,23062
MTRN/experiments/historical_attribution/sources/earnings/CRS_0001193125-21-230646_release.html,1f80fcc567568df258270d4bc3930d941867e0254c9a236934d04b20af6e2b88,272635
MTRN/experiments/historical_attribution/sources/earnings/CRS_0001193125-21-230653.html,8acf315f2ff8193d0944c668b69f2e4b6b96db70578d61010153f38b50c650f9,22168
MTRN/experiments/historical_attribution/sources/earnings/CRS_0001193125-21-230653_release.html,c8e3d620ea357e78c1189a84cf85f95763d410d90d4fd11647e4ece79e19e2d6,41254
MTRN/experiments/historical_attribution/sources/earnings/CRS_0001193125-21-311248.html,2a4782b391b54bef3c7b6e6e7ee73561a6666b2cba288f546346bd4c4e8737b8,21611
MTRN/experiments/historical_attribution/sources/earnings/CRS_0001193125-21-311248_release.html,b0c4719f3fe02cafa6c53e59fcca31f3fd1d3aa446b680e76c46733dd031d784,175424
MTRN/experiments/historical_attribution/sources/earnings/CRS_0001193125-21-311250.html,acda291922c87a3079e0f4a055d15d2f8d2aecd0d8b1d4132842bbdefdefb00a,22448
MTRN/experiments/historical_attribution/sources/earnings/CRS_0001193125-21-311250_release.html,76d86dae3fac2404e9cb8f7f83753894679bc20974454c7fa85d3e18bc57a7cb,23716
MTRN/experiments/historical_attribution/sources/earnings/CRS_0001193125-22-026962.html,4192bb1b94f0eafca2fe5adc55efaf6782b35f682727ae1a4ace6a41de44a66d,23646
MTRN/experiments/historical_attribution/sources/earnings/CRS_0001193125-22-026962_release.html,c03c6e06ed136f318970760fe1295ecdffa2e1c9acf4991f8d2acbf738bb64e8,23911
MTRN/experiments/historical_attribution/sources/earnings/CRS_0001193125-22-027079.html,2fcbe0b5c1c11fa152ff66c60edbf22a260723f1e250d82431a792cf5c36f77f,23157
MTRN/experiments/historical_attribution/sources/earnings/CRS_0001193125-22-027079_release.html,4de5eb17b922dedc469416041873dd77a00266ff9f500eec114c9399987c2cc3,241278
