ticker,date,model,hyperparameter,variable,effect,effect_type,center,scale,impute,clip_lo,clip_hi,stage
ATI,2023-01-31,forest_full,1,cfo_assets,0.0090610427966341,"training impurity importance, noncausal",0.0196437292959146,0.0292449933882302,0.0228454196150703,-0.0313968036637473,0.0713948162419571,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,fcf_equipment_assets,0.0047645066343184,"training impurity importance, noncausal",-0.0104350386510705,0.0315369600647027,-0.0022775874958707,-0.0673260782323363,0.0460940055981678,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,capex_assets,0.0061734638611218,"training impurity importance, noncausal",0.0300787679469851,0.0057127782858396,0.0305564178177867,0.0216063287261456,0.0423511738535908,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,cash_assets,0.0023478959998779,"training impurity importance, noncausal",0.0707783208349096,0.0492311221422283,0.0549906159358471,0.0205420560747663,0.2176159083540473,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,debt_assets,0.009299902597734,"training impurity importance, noncausal",0.3217762062386862,0.0542614312478507,0.3019411915717135,0.2393621601143427,0.4031706089582285,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,debt_equity,0.0,"training impurity importance, noncausal",1.402489156913383,0.8896005924138937,0.8819288227490338,0.6241842291225007,3.3873150105708247,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,current_ratio,0.0037568960924688,"training impurity importance, noncausal",2.832221499009545,0.3779701516814874,2.8471035137701803,2.172921443224327,3.701082135887884,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,quick_ratio,0.0050938642664572,"training impurity importance, noncausal",1.2773212653380606,0.2723078087237682,1.2502279981760145,0.7655363822855075,1.8634025190704275,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,earnings_age_days,0.0191392280244713,"training impurity importance, noncausal",90.94494117647058,27.12150540778987,91.0,30.0,149.32,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,earnings_yield,0.0332978572943466,"training impurity importance, noncausal",-0.1424039245876608,0.2319263711178469,-0.0318498587046752,-0.6148908776172649,0.245429708007753,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,book_yield,0.0,"training impurity importance, noncausal",0.7506015728209814,0.5150735168552758,0.6218026689248428,0.1618996212287637,2.2298912936334343,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,sales_yield,0.0084335853959449,"training impurity importance, noncausal",1.6299770167946646,0.8038903478392752,1.3761829778537336,0.8168504004479075,3.999774022350469,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,fcf_equipment_yield,0.0051753509043467,"training impurity importance, noncausal",-0.0189541811409428,0.0738248900510712,-0.0089694237141205,-0.1643991564344684,0.1250003735667795,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,dividend_yield,0.0,"training impurity importance, noncausal",0.0066453741218162,0.0142167562156589,0.0,0.0,0.0648405886041374,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,earnings_yield_relative,0.0589638579982823,"training impurity importance, noncausal",-0.0782814958160853,0.2292273805973322,0.015081815371119,-0.5863886450027357,0.2771072609064411,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,earnings_yield_percentile,0.0053459415327341,"training impurity importance, noncausal",0.5474282447173199,0.3189219199885991,0.5818181818181818,0.0,1.0,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,fcf_equipment_yield_relative,0.0,"training impurity importance, noncausal",0.0111001286211213,0.0697552869718305,0.0225300258034616,-0.1531673726765023,0.1313797889852036,parameter_paths_return_ATI
