task,horizon,ticker,model,window,date,hyperparameter,candidates,retained,missing_indicators,excluded_low_coverage,excluded_constant,retained_set,intercept_only,train_rows,rank,condition_number,effective_df,nonzero_coefficients,tree_leaves,stage
variance,1,ENTG,variance_ridge_market,expanding,2023-07-31,1.0,6,6,0,0,0,946fecfcbebd,False,91,6,5.954473723064904,2.258147382691592,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2023-07-31,1.0,8,8,0,0,0,d2d637360911,False,91,8,7.87258300826394,2.8153067804417398,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2023-08-31,10.0,80,77,10,3,0,526869ef459e,False,92,81,7264.399023069076,4.911919538053407,87,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2023-08-31,0,80,77,10,3,0,526869ef459e,False,92,81,7264.399023069076,,0,404.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2023-08-31,0,80,77,10,3,0,526869ef459e,False,92,81,7264.399023069076,,0,120.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2023-08-31,0.01,3,3,0,0,0,6a41edb5bbf3,False,92,3,3.618129474972828,2.9223559640161656,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2023-08-31,1.0,6,6,0,0,0,946fecfcbebd,False,92,6,5.9226335959986365,2.268016359338976,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2023-08-31,1.0,8,8,0,0,0,d2d637360911,False,92,8,7.839257631394834,2.8260794752737066,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2023-09-30,10.0,80,77,10,3,0,526869ef459e,False,93,82,12086.611495762349,4.921374405184493,87,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2023-09-30,0,80,77,10,3,0,526869ef459e,False,93,82,12086.611495762349,,0,408.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2023-09-30,0,80,77,10,3,0,526869ef459e,False,93,82,12086.611495762349,,0,120.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2023-09-30,0.01,3,3,0,0,0,6a41edb5bbf3,False,93,3,3.552805451356002,2.9243524650942287,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2023-09-30,1.0,6,6,0,0,0,946fecfcbebd,False,93,6,5.62572052716299,2.2799246548613845,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2023-09-30,1.0,8,8,0,0,0,d2d637360911,False,93,8,7.7796414923707236,2.839745163929026,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2023-10-31,10.0,80,77,10,3,0,526869ef459e,False,94,82,10808.358604034796,4.921408333877466,87,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2023-10-31,0,80,77,10,3,0,526869ef459e,False,94,82,10808.358604034796,,0,404.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2023-10-31,0,80,77,10,3,0,526869ef459e,False,94,82,10808.358604034796,,0,120.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2023-10-31,0.01,3,3,0,0,0,6a41edb5bbf3,False,94,3,3.522349839268956,2.925520595909571,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2023-10-31,1.0,6,6,0,0,0,946fecfcbebd,False,94,6,5.471006677221517,2.2861403074643087,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2023-10-31,1.0,8,8,0,0,0,d2d637360911,False,94,8,7.639698022865139,2.846026424471304,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2023-11-30,10.0,80,77,10,3,0,526869ef459e,False,95,82,7188.656086522466,4.922628835529227,87,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2023-11-30,0,80,77,10,3,0,526869ef459e,False,95,82,7188.656086522466,,0,421.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2023-11-30,0,80,77,10,3,0,526869ef459e,False,95,82,7188.656086522466,,0,120.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2023-11-30,0.01,3,3,0,0,0,6a41edb5bbf3,False,95,3,3.4545218596667917,2.927390209739081,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2023-11-30,1.0,6,6,0,0,0,946fecfcbebd,False,95,6,5.373686375014501,2.29284360611354,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2023-11-30,1.0,8,8,0,0,0,d2d637360911,False,95,8,7.548152740329383,2.853618331844179,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2023-12-31,10.0,80,77,10,3,0,526869ef459e,False,96,82,5768.233521762514,4.941642192146758,87,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2023-12-31,0,80,77,10,3,0,526869ef459e,False,96,82,5768.233521762514,,0,419.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2023-12-31,1,80,77,10,3,0,526869ef459e,False,96,82,5768.233521762514,,0,363.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2023-12-31,0.1,3,3,0,0,0,6a41edb5bbf3,False,96,3,3.4216936879857167,2.4597297745226485,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2023-12-31,1.0,6,6,0,0,0,946fecfcbebd,False,96,6,5.353345505661918,2.3004892742687533,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2023-12-31,1.0,8,8,0,0,0,d2d637360911,False,96,8,7.537109716393485,2.861535492148647,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2024-01-31,10.0,80,78,11,2,0,11af746edb64,False,97,83,7428.271541047436,5.046084054747393,89,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2024-01-31,0,80,78,11,2,0,11af746edb64,False,97,83,7428.271541047436,,0,416.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2024-01-31,1,80,78,11,2,0,11af746edb64,False,97,83,7428.271541047436,,0,364.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2024-01-31,0.1,3,3,0,0,0,6a41edb5bbf3,False,97,3,3.420758191840339,2.4603436141236656,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2024-01-31,1.0,6,6,0,0,0,946fecfcbebd,False,97,6,5.342734606622317,2.3046410706297538,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2024-01-31,1.0,8,8,0,0,0,d2d637360911,False,97,8,7.510425854052146,2.866076570437742,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2024-02-29,10.0,80,78,11,2,0,11af746edb64,False,98,83,7371.569404942354,5.063648126210805,89,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2024-02-29,0,80,78,11,2,0,11af746edb64,False,98,83,7371.569404942354,,0,417.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2024-02-29,1,80,78,11,2,0,11af746edb64,False,98,83,7371.569404942354,,0,361.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2024-02-29,0.1,3,3,0,0,0,6a41edb5bbf3,False,98,3,3.4197945765075244,2.460599187856369,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2024-02-29,1.0,6,6,0,0,0,946fecfcbebd,False,98,6,5.306901582844489,2.3063390907489456,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2024-02-29,1.0,8,8,0,0,0,d2d637360911,False,98,8,7.485062772315229,2.872008535132686,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2024-03-31,10.0,80,78,11,2,0,11af746edb64,False,99,83,5321.710547237867,5.070698262535175,89,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2024-03-31,0,80,78,11,2,0,11af746edb64,False,99,83,5321.710547237867,,0,418.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2024-03-31,1,80,78,11,2,0,11af746edb64,False,99,83,5321.710547237867,,0,363.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2024-03-31,0.1,3,3,0,0,0,6a41edb5bbf3,False,99,3,3.4158471228433696,2.461273888959365,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2024-03-31,1.0,6,6,0,0,0,946fecfcbebd,False,99,6,5.2482092831008345,2.307948639945104,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2024-03-31,1.0,8,8,0,0,0,d2d637360911,False,99,8,7.45738065430995,2.8770304490497867,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2024-04-30,10.0,80,78,11,2,0,11af746edb64,False,100,83,5229.140867823079,5.078196045569116,89,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2024-04-30,0,80,78,11,2,0,11af746edb64,False,100,83,5229.140867823079,,0,420.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2024-04-30,1,80,78,11,2,0,11af746edb64,False,100,83,5229.140867823079,,0,362.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2024-04-30,0.1,3,3,0,0,0,6a41edb5bbf3,False,100,3,3.41342232866206,2.4616690861167263,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2024-04-30,1.0,6,6,0,0,0,946fecfcbebd,False,100,6,5.235834893083715,2.3089282011686705,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2024-04-30,1.0,8,8,0,0,0,d2d637360911,False,100,8,7.341877364383612,2.885157565729548,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2024-05-31,10.0,80,78,11,2,0,11af746edb64,False,101,83,5168.854307376645,5.087595936601615,89,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2024-05-31,0,80,78,11,2,0,11af746edb64,False,101,83,5168.854307376645,,0,425.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2024-05-31,1,80,78,11,2,0,11af746edb64,False,101,83,5168.854307376645,,0,360.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2024-05-31,0.1,3,3,0,0,0,6a41edb5bbf3,False,101,3,3.4098005276730787,2.462124483304391,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2024-05-31,1.0,6,6,0,0,0,946fecfcbebd,False,101,6,5.182216784526981,2.3110000445516303,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2024-05-31,1.0,8,8,0,0,0,d2d637360911,False,101,8,7.324272108222835,2.8892334142050267,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2024-06-30,10.0,80,78,11,2,0,11af746edb64,False,102,83,5011.418140699983,5.100613634828504,89,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2024-06-30,0,80,78,11,2,0,11af746edb64,False,102,83,5011.418140699983,,0,422.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2024-06-30,1,80,78,11,2,0,11af746edb64,False,102,83,5011.418140699983,,0,363.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2024-06-30,0.1,3,3,0,0,0,6a41edb5bbf3,False,102,3,3.4124499355393327,2.4616981803480127,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2024-06-30,1.0,6,6,0,0,0,946fecfcbebd,False,102,6,5.182457815998229,2.3103197457558395,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2024-06-30,1.0,8,8,0,0,0,d2d637360911,False,102,8,7.305110186148937,2.8891429365964343,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2024-07-31,10.0,80,78,11,2,0,11af746edb64,False,103,83,4985.919788135258,5.110438350746656,89,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2024-07-31,0,80,78,11,2,0,11af746edb64,False,103,83,4985.919788135258,,0,417.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2024-07-31,1,80,78,11,2,0,11af746edb64,False,103,83,4985.919788135258,,0,370.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2024-07-31,0.1,3,3,0,0,0,6a41edb5bbf3,False,103,3,3.414703580520155,2.4613204665592487,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2024-07-31,1.0,6,6,0,0,0,946fecfcbebd,False,103,6,5.174496778883703,2.310253338008961,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2024-07-31,1.0,8,8,0,0,0,d2d637360911,False,103,8,7.165313564215058,2.892562164921899,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2024-08-31,10.0,80,78,11,2,0,11af746edb64,False,104,83,4585.043049658127,5.11736186035713,89,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2024-08-31,0,80,78,11,2,0,11af746edb64,False,104,83,4585.043049658127,,0,423.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2024-08-31,1,80,78,11,2,0,11af746edb64,False,104,83,4585.043049658127,,0,359.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2024-08-31,0.1,3,3,0,0,0,6a41edb5bbf3,False,104,3,3.415927861596674,2.461675914231348,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2024-08-31,1.0,6,6,0,0,0,946fecfcbebd,False,104,6,5.156022427165132,2.311691127802001,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2024-08-31,1.0,8,8,0,0,0,d2d637360911,False,104,8,6.803157132085305,2.9049466946765348,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2024-09-30,10.0,80,78,11,2,0,11af746edb64,False,105,83,4707.534858701224,5.119300877696698,89,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2024-09-30,0,80,78,11,2,0,11af746edb64,False,105,83,4707.534858701224,,0,432.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2024-09-30,1,80,78,11,2,0,11af746edb64,False,105,83,4707.534858701224,,0,365.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2024-09-30,0.1,3,3,0,0,0,6a41edb5bbf3,False,105,3,3.430092646370081,2.460477448910275,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2024-09-30,1.0,6,6,0,0,0,946fecfcbebd,False,105,6,5.14919965686814,2.3128770231911107,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2024-09-30,1.0,8,8,0,0,0,d2d637360911,False,105,8,6.736895438953102,2.912453104750856,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2024-10-31,10.0,80,78,11,2,0,11af746edb64,False,106,83,4702.890816050487,5.119127713919433,89,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2024-10-31,0,80,78,11,2,0,11af746edb64,False,106,83,4702.890816050487,,0,435.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2024-10-31,1,80,78,11,2,0,11af746edb64,False,106,83,4702.890816050487,,0,364.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2024-10-31,0.1,3,3,0,0,0,6a41edb5bbf3,False,106,3,3.423496139875628,2.4612883298928563,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2024-10-31,1.0,6,6,0,0,0,946fecfcbebd,False,106,6,5.130729419607258,2.31474151266311,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2024-10-31,1.0,8,8,0,0,0,d2d637360911,False,106,8,6.533575894422413,2.918710381740593,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2024-11-30,10.0,80,78,11,2,0,11af746edb64,False,107,83,4264.851755887333,5.117922766129201,89,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2024-11-30,0,80,78,11,2,0,11af746edb64,False,107,83,4264.851755887333,,0,444.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2024-11-30,1,80,78,11,2,0,11af746edb64,False,107,83,4264.851755887333,,0,370.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2024-11-30,0.1,3,3,0,0,0,6a41edb5bbf3,False,107,3,3.4171285623705088,2.4620326605083624,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2024-11-30,1.0,6,6,0,0,0,946fecfcbebd,False,107,6,5.108255448981979,2.3158113226439947,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2024-11-30,1.0,8,8,0,0,0,d2d637360911,False,107,8,6.485881553338022,2.918774634960445,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2024-12-31,1.0,80,78,11,2,0,11af746edb64,False,108,83,4026.879796178077,18.616192896624057,89,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2024-12-31,0,80,78,11,2,0,11af746edb64,False,108,83,4026.879796178077,,0,446.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2024-12-31,1,80,78,11,2,0,11af746edb64,False,108,83,4026.879796178077,,0,370.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2024-12-31,1.0,3,3,0,0,0,6a41edb5bbf3,False,108,3,3.4202431526239083,1.2079960773533678,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2024-12-31,10.0,6,6,0,0,0,946fecfcbebd,False,108,6,5.1077626703416446,0.4966387028132642,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2024-12-31,10.0,8,8,0,0,0,d2d637360911,False,108,8,6.468650356067065,0.6390995946001232,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2025-01-31,1.0,80,78,11,2,0,11af746edb64,False,109,83,3849.105281112558,18.64299201720984,89,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2025-01-31,0,80,78,11,2,0,11af746edb64,False,109,83,3849.105281112558,,0,445.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2025-01-31,1,80,78,11,2,0,11af746edb64,False,109,83,3849.105281112558,,0,369.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2025-01-31,1.0,3,3,0,0,0,6a41edb5bbf3,False,109,3,3.4223006430257703,1.2077839590127335,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2025-01-31,10.0,6,6,0,0,0,946fecfcbebd,False,109,6,5.100296620270824,0.4966517575195872,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2025-01-31,10.0,8,8,0,0,0,d2d637360911,False,109,8,6.462961530183921,0.6390825078186507,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2025-02-28,1.0,80,78,11,2,0,11af746edb64,False,110,83,3621.321459610893,18.658480972029174,89,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2025-02-28,0,80,78,11,2,0,11af746edb64,False,110,83,3621.321459610893,,0,449.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2025-02-28,1,80,78,11,2,0,11af746edb64,False,110,83,3621.321459610893,,0,369.0,specifications_variance
variance,1,ENTG,variance_ridge_persistence,expanding,2025-02-28,1.0,3,3,0,0,0,6a41edb5bbf3,False,110,3,3.4248102936337186,1.2077200960710688,3,,specifications_variance
variance,1,ENTG,variance_ridge_market,expanding,2025-02-28,10.0,6,6,0,0,0,946fecfcbebd,False,110,6,5.086497671132426,0.4966712673973679,6,,specifications_variance
variance,1,ENTG,variance_ridge_external,expanding,2025-02-28,10.0,8,8,0,0,0,d2d637360911,False,110,8,6.434048191663611,0.6396000752349731,8,,specifications_variance
variance,1,ENTG,variance_ridge,expanding,2025-03-31,1.0,80,78,11,2,0,11af746edb64,False,111,83,3075.5769249263467,18.688569173081618,89,,specifications_variance
variance,1,ENTG,variance_forest,expanding,2025-03-31,0,80,78,11,2,0,11af746edb64,False,111,83,3075.5769249263467,,0,454.0,specifications_variance
variance,1,ENTG,variance_boost,expanding,2025-03-31,1,80,78,11,2,0,11af746edb64,False,111,83,3075.5769249263467,,0,370.0,specifications_variance
