ticker,date,model,parameter,validation_mse,order
MTRN,2024-12-31,without_business,100.0,0.012088079362824342,
MTRN,2024-12-31,claims_proxy_sensitivity,0.01,0.2503210535995259,
MTRN,2024-12-31,claims_proxy_sensitivity,0.1,0.1726390901483714,
MTRN,2024-12-31,claims_proxy_sensitivity,1.0,0.055516103010325925,
MTRN,2024-12-31,claims_proxy_sensitivity,10.0,0.022413086454469322,
MTRN,2024-12-31,claims_proxy_sensitivity,100.0,0.01294596109322655,
MTRN,2024-12-31,mine_inclusive_fcf,0.01,0.2503210535995259,
MTRN,2024-12-31,mine_inclusive_fcf,0.1,0.1726390901483714,
MTRN,2024-12-31,mine_inclusive_fcf,1.0,0.055516103010325925,
MTRN,2024-12-31,mine_inclusive_fcf,10.0,0.022413086454469322,
MTRN,2024-12-31,mine_inclusive_fcf,100.0,0.01294596109322655,
MTRN,2024-12-31,arimax,,0.010512289705500171,"[0, 0]"
MTRN,2024-12-31,arimax,,0.010365783242923513,"[1, 0]"
MTRN,2024-12-31,arimax,,0.010532232917487927,"[2, 0]"
MTRN,2024-12-31,arimax,,0.010190743431212236,"[0, 1]"
MTRN,2024-12-31,arimax,,0.022840416680784268,"[1, 1]"
MTRN,2025-12-31,core_ols,0,0.010460104881258087,
MTRN,2025-12-31,core_ridge,0.01,0.010459991020827925,
MTRN,2025-12-31,core_ridge,0.1,0.010458973150115408,
MTRN,2025-12-31,core_ridge,1.0,0.01044945383905553,
MTRN,2025-12-31,core_ridge,10.0,0.010403651001924995,
MTRN,2025-12-31,core_ridge,100.0,0.01076005936737578,
MTRN,2025-12-31,arx,0,0.010652683542291944,
MTRN,2025-12-31,ridge_full,0.01,0.3185772137088193,
MTRN,2025-12-31,ridge_full,0.1,0.2409607400993611,
MTRN,2025-12-31,ridge_full,1.0,0.07754116110412342,
MTRN,2025-12-31,ridge_full,10.0,0.019449795231376004,
MTRN,2025-12-31,ridge_full,100.0,0.011272227291577577,
MTRN,2025-12-31,lasso_full,0.01,0.024218013637610586,
MTRN,2025-12-31,lasso_full,0.1,0.011105850562048327,
MTRN,2025-12-31,lasso_full,1.0,0.011484784063061096,
MTRN,2025-12-31,lasso_full,10.0,0.011484784063061096,
MTRN,2025-12-31,lasso_full,100.0,0.011484784063061096,
MTRN,2025-12-31,elastic_full,"(0.01, 0.2)",0.059703415882846424,
